ingredient_text,allergens
"rice flour, tapioca starch, sunflower oil, cashew, pine nut, natural colors, vegetable oil, canola oil, niacin, magnesium carbonate, prawn","shellfish,tree_nuts"
"sunflower oil (for color), niacin, beta carotene, tuna, celery juice, vegetable oil, natural flavors, annatto, paprika extract, celery seeds","celery,fish"
"sesame protein, sesame oil, natural flavors, white sesame, artificial flavors, potassium metabisulfite, mustard seed, folate","mustard,sesame,sulphites"
"INGREDIENTS: modified starch, potassium chloride, salt (for color). MAY CONTAIN egg, molluscs DUE TO SHARED EQUIPMENT",",egg,molluscs"
"modified starch, sweet lupin, lupin seeds, xanthan gum, lupini, paprika extract, water",lupin
"INGREDIENTS: paprika extract, folate, soy lecithin, annatto, canola oil, palm oil, thiamine, vitamin E, textured vegetable protein, magnesium carbonate. CONTAINS soy",soy
"INGREDIENTS: wheat gluten, wheat, vitamin E, dijon mustard, lecithin, mustard powder, water. CONTAINS mustard. MAY CONTAIN shellfish, fish DUE TO SHARED EQUIPMENT","fish,mustard,shellfish,wheat"
"lactic acid, lupini beans, black sesame, glucose, sesame seed, white sesame, celery root, corn starch","celery,lupin,sesame"
"turmeric, beta carotene, sunflower oil, natural colors, water, soy flour, dried egg, egg lecithin, canola oil","egg,soy"
"invert sugar, turmeric, thiamine (for texture), dijon mustard, mustard paste, fructose, mollusc powder, tapioca starch","molluscs,mustard"
"INGREDIENTS: celery leaves, sesame paste, vitamin D, celery seasoning, preservatives, gingelly oil, guar gum (for color), potassium chloride, sesame protein, sugar. CONTAINS celery. MAY CONTAIN dairy, tree_nuts DUE TO SHARED EQUIPMENT","celery,dairy,sesame,tree_nuts"
"couscous, mustard flour, rice flour, baking powder, potato starch, potassium chloride","mustard,wheat"
"clam, yeast, clam juice, corn starch, natural flavors, corn syrup, mollusc extract",molluscs
"vitamin A, turmeric, citric acid, water, salt, potato starch (for texture)",none
"citric acid, gingelly oil, maltodextrin, whole wheat flour, modified wheat starch, corn syrup, glucose, preservatives, sesame paste, yeast, sesame oil, baking powder (as preservative), vitamin E","sesame,wheat"
"natural flavors, riboflavin, invert sugar, natural colors, calcium carbonate, lupin bean powder, lecithin, lupin, beta carotene (for color), sunflower oil, lupin flour",lupin
"INGREDIENTS: natural flavors, corn starch, fructose, yeast",none
"INGREDIENTS: baking powder, milk protein isolate, beer nuts, yeast, paneer, buttermilk, fructose, sugar, potassium chloride, peanut flour, palm oil, niacin (for color), glucose. CONTAINS peanut. MAY CONTAIN tree_nuts DUE TO SHARED EQUIPMENT","dairy,peanut,tree_nuts"
"natural colors, beta carotene, niacin, mono and diglycerides, sugar (as stabilizer), tamari, canola oil (as stabilizer)",soy
"glucose, tapioca starch, yeast, sulfites, sodium sulfite",sulphites
"INGREDIENTS: baking powder, rice flour, lactic acid, fish protein, mono and diglycerides, fish extract, invert sugar (for color), magnesium carbonate. MAY CONTAIN dairy, celery DUE TO SHARED EQUIPMENT","celery,dairy,fish"
"vitamin E, riboflavin, guar gum",none
"INGREDIENTS: rice flour, sesame seed, maltodextrin, mustard seed, mustard flour, niacin, sesame paste, water, til, vitamin A, calcium carbonate (for texture). CONTAINS mustard","mustard,sesame"
"vitamin D, langoustine, niacin, guar gum, baking powder, calcium carbonate, preservatives, palm oil, dijon mustard, yellow mustard, invert sugar, mustard flour","mustard,shellfish"
"invert sugar, potassium metabisulfite, yeast, dried fruits with sulfites, lactic acid, sugar",sulphites
"invert sugar, vitamin D, tapioca starch, guar gum, turmeric, lactic acid, sugar, (produced in a facility that handles molluscs, shellfish, celery)","celery,molluscs,shellfish"
"(processed in a facility that also processes egg, tree_nuts, mustard), water, folate, milk powder, annatto (for texture), yogurt","dairy,egg,mustard,tree_nuts"
"fructose, maltodextrin, vitamin A, water, corn starch, sodium caseinate, sugar, curd, annatto",dairy
"INGREDIENTS: oyster sauce, squid, natural flavors, turmeric, fructose (for color), snail, lactic acid. MAY CONTAIN molluscs DUE TO SHARED EQUIPMENT",molluscs
"calcium carbonate, invert sugar, natural colors, paprika extract, dextrose, maltodextrin, lupine, water, sugar",lupin
"guar gum, sugar (as preservative), carrageenan",none
"til, fish oil, turmeric, buttermilk, butter, fish extract, niacin, rice flour, fish stock, lecithin, tahini, citric acid","dairy,fish,sesame"
"lactic acid, lupini, corn syrup, pecan, sulfur dioxide, hazelnut, treated with sulfites, lecithin, lupine, almond, lupin bean powder, annatto (for texture), sodium bisulfite, dextrose, vitamin E","lupin,sulphites,tree_nuts"
"baking powder, artificial flavors, brazil nut, cashew, semolina, riboflavin, potassium metabisulfite, tapioca starch, flour, (produced in a facility that handles sesame, dairy), annatto, hazelnut","dairy,sesame,sulphites,tree_nuts,wheat"
"water, lactic acid, walnut, niacin, hazelnut, folate, potassium chloride (as preservative), yeast, baking powder, tapioca starch",tree_nuts
"preservatives, folate, egg lecithin, globulin, dijon mustard, beta carotene, mustard paste, baking powder","egg,mustard"
"INGREDIENTS: potassium chloride, carrageenan, niacin. MAY CONTAIN shellfish, sulphites DUE TO SHARED EQUIPMENT",",shellfish,sulphites"
"INGREDIENTS: mustard powder, dijon mustard, treated with sulfites, cream, niacin, sulphites, potassium metabisulfite, natural colors, artificial flavors, yellow mustard, vitamin E, natural flavors (for texture). CONTAINS mustard, dairy","dairy,mustard,sulphites"
"thiamine, pecan, xanthan gum, water (for color), carrageenan, invert sugar, fructose, citric acid, magnesium carbonate, contains sulfites","sulphites,tree_nuts"
"rice flour, vitamin E, dextrose, artificial flavors",none
"INGREDIENTS: mono and diglycerides (for texture), citric acid, beta carotene, dextrose, guar gum, sodium bicarbonate, (processed in a facility that also processes sulphites, fish, egg), glucose","egg,fish,sulphites"
"mackerel, sodium bicarbonate, palm oil, potato starch, rice flour, sulfites, salmon, clam juice, sulphites, corn syrup, vitamin E","fish,molluscs,sulphites"
"palm oil, mollusc powder, xanthan gum, dextrose, wheat, abalone, dried albumin, egg, egg wash, mono and diglycerides","egg,molluscs,wheat"
"INGREDIENTS: guar gum, canola oil, yeast, lactic acid (as stabilizer), natto, potato starch. CONTAINS soy. MAY CONTAIN shellfish, lupin DUE TO SHARED EQUIPMENT","lupin,shellfish,soy"
"canola oil, cashew butter, tapioca starch (as preservative), dextrose, semolina","tree_nuts,wheat"
"seitan, beta carotene, wheat gluten, vitamin A, citric acid (as preservative), modified starch, baking powder, mustard paste, natural flavors, salt (as preservative), mustard flour","mustard,wheat"
"artificial flavors, palm oil, fish extract, crawfish, langoustine, potato starch","fish,shellfish"
"lactic acid, almond paste, preservatives, natural colors, walnut oil, paprika extract, tapioca starch, walnut, modified starch, calcium carbonate",tree_nuts
"lactic acid, beta carotene, corn syrup, turmeric, artificial flavors",none
"riboflavin, canola oil, sunflower oil, lecithin, baking powder, calcium carbonate",none
"egg powder, water, til, baking powder, palm oil, potato starch (for color), vitamin E, salt, sesame oil, sesame, textured vegetable protein, soy protein, lactic acid, mayonnaise","egg,sesame,soy"
"seitan, whelk, celery powder, squid, celeriac, vitamin D, clam juice, soybean, celery seeds, mono and diglycerides, calcium carbonate, pasta, invert sugar, durum wheat, canola oil, rice flour, vegetable oil (for texture), corn starch","celery,molluscs,soy,wheat"
"INGREDIENTS: natto, potassium chloride, soybean, paprika extract, vitamin A (for color), water",soy
"canola oil, corn syrup, riboflavin, modified starch",none
"glucose, salt, preservatives",none
"mono and diglycerides, guar gum, citric acid, lecithin",none
"lupin seeds, pasta, celery root, celery powder, cream, butter, lupin, celery seasoning, paprika extract, lupini, carrageenan, glucose","celery,dairy,lupin,wheat"
"lactic acid, palm oil, periwinkle, water, mustard paste, almond flour, paprika extract, annatto, crawfish, mono and diglycerides, celery extract, calcium carbonate, salt, squid, mustard flour","celery,molluscs,mustard,shellfish,tree_nuts"
"marzipan, potato starch, guar gum (for color), dextrose (for color), lactic acid, tapioca starch (for texture), baking powder",tree_nuts
"INGREDIENTS: natural colors (as stabilizer), annatto, sugar, salt, canola oil",none
"sodium bicarbonate (as stabilizer), lecithin, lactic acid, sunflower oil (as stabilizer), riboflavin, maltodextrin, white sesame, modified starch, water",sesame
"lecithin, vitamin A, canola oil, xanthan gum, sodium bicarbonate (for color)",none
"INGREDIENTS: sugar, paprika extract, guar gum, seitan, corn syrup. CONTAINS wheat",wheat
"scallop, glucose, sesame flour, xanthan gum, lactic acid, abalone, lupin bean powder, octopus, maltodextrin, lupini, natural colors, mono and diglycerides, potato starch, gingelly oil","lupin,molluscs,sesame"
"glucose, artificial flavors (as stabilizer), sugar",none
"INGREDIENTS: turmeric, natural flavors, canola oil, lecithin, whey, tapioca starch, dextrose, palm oil. CONTAINS dairy",dairy
"paprika extract (as preservative), modified starch, mono and diglycerides (for texture), maltodextrin, guar gum, magnesium carbonate",none
"calcium carbonate, dextrose, tahini, gingelly oil, fructose, egg yolk, citric acid, corn syrup, ghee, preservatives, salt, til","dairy,egg,sesame"
"flour, potato starch, palm oil, macadamia, corn starch, sodium bicarbonate, thiamine, semolina, yeast, carrageenan, hazelnut","tree_nuts,wheat"
"vitamin D, guar gum, glucose, lupin protein, annatto, lupine, sodium bicarbonate, modified starch",lupin
"lactic acid, celery seeds, thiamine, natural colors, celery root, tapioca starch, celery seasoning, preservatives, sunflower oil",celery
"INGREDIENTS: invert sugar (for color), xanthan gum, potassium chloride, vitamin E, niacin, sugar (for color), lecithin, folate",none
"modified starch (for texture), sesame oil, vitamin D, magnesium carbonate, sodium sulfite, tahini, mono and diglycerides, til, potassium chloride, carrageenan, niacin, beta carotene (as preservative), sulfur dioxide","sesame,sulphites"
"INGREDIENTS: sunflower oil, potassium chloride, celery powder, dextrose, whole wheat flour, lactic acid, water. CONTAINS celery, wheat. MAY CONTAIN mustard, lupin, soy DUE TO SHARED EQUIPMENT","celery,lupin,mustard,soy,wheat"
"folate, invert sugar, modified starch, contains sulfites, sodium bisulfite, dextrose",sulphites
"canola oil, niacin, natural flavors, citric acid, corn starch, guar gum, modified starch",none
"corn syrup, sesame seed, white sesame, corn starch, thiamine, niacin, peanut flour, invert sugar, guar gum, black sesame, salt, lactic acid","peanut,sesame"
"salt, calcium carbonate, modified starch, mustard powder, corn syrup, mustard flour, mustard, invert sugar (as preservative)",mustard
"prawn, folate, lupin seeds, lupin, yellow mustard, squid, shrimp, clam juice, lobster, sugar, calcium carbonate, lysozyme, preservatives, lactic acid, calamari","egg,lupin,molluscs,mustard,shellfish"
"vitamin A, canola oil, invert sugar, carrageenan, calcium carbonate, wheat gluten, bran, vegetable oil, glucose",wheat
"invert sugar, snail, almond, sodium bicarbonate, baking powder, almond milk, canola oil, chestnut, xanthan gum (as stabilizer), dried egg, mayonnaise, riboflavin, sugar","egg,molluscs,tree_nuts"
"turmeric, sodium bicarbonate, calcium carbonate, maltodextrin",none
"INGREDIENTS: shellfish extract, salt, palm oil, celery seasoning, celery powder, salmon, lupini beans, tuna, milk powder, sugar, water, beta carotene, celery, lupin protein, calcium carbonate, fish sauce, cream, sodium caseinate, annatto. CONTAINS shellfish, lupin","celery,dairy,fish,lupin,shellfish"
"cod, cream, turmeric, vitamin E, shrimp, paprika extract, peanut protein, langoustine, crawfish, treated with sulfites, anchovy, glucose, sodium sulfite, sulphites, magnesium carbonate, peanut flour, curd, mackerel","dairy,fish,peanut,shellfish,sulphites"
"INGREDIENTS: beta carotene, sunflower oil, natural colors, cashew, hazelnut, canola oil, corn syrup, pine nut. CONTAINS tree_nuts",tree_nuts
"magnesium carbonate, lactic acid, flour, bread crumbs, rice flour, dextrose, lobster, carrageenan, vegetable oil (as stabilizer), niacin","shellfish,wheat"
"fish paste, sunflower oil, preservatives, vitamin D, canola oil, natural flavors, salmon",fish
"INGREDIENTS: corn starch, celery leaves, soybean, turmeric, glucose, baking powder (as preservative), sunflower oil. CONTAINS celery","celery,soy"
"gingelly oil, white sesame, seitan, couscous, sodium bicarbonate, natural colors, vitamin E, sesame protein, wheat germ","sesame,wheat"
"guar gum, mustard oil, palm oil, magnesium carbonate, potassium chloride, mustard flour, lupin seeds, tempeh, maltodextrin, lobster, soy protein","lupin,mustard,shellfish,soy"
"folate (for texture), preservatives, baking powder, citric acid, guar gum, niacin",none
"calcium carbonate, lactic acid, crawfish, crayfish, seafood, turmeric, vitamin E, mackerel","fish,shellfish"
"ground peanuts, folate, monkey nuts, corn syrup (as preservative), corn starch, peanut protein, yeast (as stabilizer), annatto, turmeric, mustard powder","mustard,peanut"
"fructose, canola oil (for texture), (may contain traces of soy, molluscs, egg), maltodextrin","egg,molluscs,soy"
"lupini beans, baking powder, sunflower oil, vegetable oil, beer nuts, turmeric, salt, monkey nuts, pine nut, arachis oil, lupin bean powder","lupin,peanut,tree_nuts"
"fructose, (may contain traces of wheat, tree_nuts), sodium bicarbonate, xanthan gum","tree_nuts,wheat"
"paprika extract, maltodextrin, yeast, niacin, thiamine, beta carotene, vitamin A",none
"turmeric, lupini, almond milk, lupin concentrate, rice flour (as stabilizer), annatto, folate, sesame protein, sunflower oil (for color), citric acid","lupin,sesame,tree_nuts"
"vitamin A, wheat bran, pasta, sodium bicarbonate, fructose, artificial flavors, vegetable oil, wheat gluten, natural colors, canola oil, fish, beta carotene (as stabilizer)","fish,wheat"
"invert sugar, natural colors, canola oil, wheat, scallop, baking powder, fructose, beta carotene (for texture), maltodextrin, vitamin A","molluscs,wheat"
"durum wheat, mono and diglycerides, lecithin, seafood, water, guar gum, potato starch (as preservative), vitamin D, semolina, vitamin A, calcium carbonate, wheat germ","shellfish,wheat"
"fructose, soy protein, tempeh, celeriac, treated with sulfites, natto, sunflower oil, thiamine (for texture), milk protein isolate, celery stalk, turmeric, celery seasoning, carrageenan, sodium caseinate, milk","celery,dairy,soy,sulphites"
